,s__Prevotella_copri,s__Faecalibacterium_prausnitzii,s__Eubacterium_eligens,s__Alistipes_putredinis,s__Bacteroides_vulgatus,s__Odoribacter_splanchnicus,s__Bacteroides_caccae,s__Eubacterium_rectale,s__Dorea_longicatena,s__Alistipes_shahii,s__Ruminococcus_bromii,s__Parabacteroides_merdae,s__Eubacterium_siraeum,s__Akkermansia_muciniphila,s__Roseburia_inulinivorans,s__Bacteroides_stercoris,s__Faecalibacterium_cf,s__Ruminococcus_obeum,s__Bilophila_wadsworthia,s__Eubacterium_hallii,s__Bacteroides_xylanisolvens,s__Streptococcus_thermophilus,s__Coprococcus_comes,s__Bacteroides_ovatus,s__Roseburia_intestinalis,s__Ruminococcus_lactaris,s__Bacteroides_finegoldii,s__Collinsella_aerofaciens,s__Bacteroides_cellulosilyticus,s__Bacteroides_dorei,s__Dorea_formicigenerans,s__Bacteroides_uniformis,s__Clostridium_leptum,s__Coprococcus_catus,s__Bacteroides_intestinalis,s__Bacteroides_eggerthii,s__Streptococcus_salivarius,s__Clostridium_cf,s__Clostridium_bolteae,s__Ruminococcus_torques,s__Sutterella_wadsworthensis,s__Bifidobacterium_longum,s__Bifidobacterium_adolescentis,s__Clostridium_bartlettii,s__Anaerotruncus_colihominis,s__Bacteroides_fragilis,s__Lactococcus_lactis,s__Streptococcus_parasanguinis,s__Gordonibacter_pamelaeae,s__Eggerthella_lenta,s__Holdemania_filiformis,s__Dialister_invisus,s__Blautia_hydrogenotrophica,s__Eubacterium_ventriosum,s__Clostridium_hathewayi,s__Bacteroides_thetaiotaomicron,s__Bifidobacterium_bifidum,s__Bifidobacterium_catenulatum,s__Bifidobacterium_pseudocatenulatum,s__Haemophilus_parainfluenzae,s__Streptococcus_mitis,s__Streptococcus_australis,s__Parabacteroides_distasonis,s__Clostridium_asparagiforme,s__Escherichia_coli,s__Clostridium_nexile,s__Clostridium_symbiosum,s__Veillonella_parvula,s__Clostridium_scindens,s__Coprobacillus_bacterium,s__Ruminococcus_gnavus,s__Veillonella_dispar,s__Anaerostipes_caccae,s__Blautia_hansenii,s__Streptococcus_mutans,s__Actinomyces_odontolyticus,s__Streptococcus_vestibularis,s__Streptococcus_sanguinis,s__Streptococcus_anginosus,s__Streptococcus_infantis,s__Bifidobacterium_breve,s__Lactobacillus_casei,s__Veillonella_atypica,s__Rothia_mucilaginosa,s__Gemella_haemolysans,s__Lactobacillus_fermentum,s__Enterobacter_cloacae,s__Klebsiella_pneumoniae,s__Pediococcus_acidilactici,s__Bifidobacterium_dentium,s__Lactobacillus_gasseri,s__Clostridium_difficile,s__Lactobacillus_rhamnosus,s__Enterococcus_faecalis,s__Proteus_mirabilis,s__Enterococcus_gallinarum,s__Bacteroides_coprocola
6018/1/1,0,0.098580319,0,0.036617088,0.017378287,0,0,0.013805559,0,0.006660104,0,0,0,0.01760748,0.029175029,0,0.036010398,0,0,0,0,6.426042785,0,0.003707548,0.024024908,0,0,0,0,0,0,0,0,0,0,0,13.60291114,0,0.00060669,0,0,0,0.023040723,0,0,0,0.066749338,16.31386992,0,0,0,0.017661408,0,0,0,0,0,0,0,23.34769435,0.981677704,0.04868347,0,0,23.76761793,0,0.003437908,0,0,0,0.051245048,0,0,0,0,0.237094297,2.914105425,0.023957498,0.066304433,0.042346934,0,8.847758929,0,0.861175667,0.042697466,0.075404777,0,0.042360416,0,0,0,0,0.014250465,1.056678021,0,0.841060537,0
6019/1/1,0,3.317344659,0,0,0,0,18.76673666,0.141671366,3.556621239,0,0,3.377115298,0,0,0,0,1.5583622,0.566594159,0,0.577687736,0,0,0,16.50890847,0.132403892,0,0,0,0,0.108173786,0.22276176,0,0,0,0,0,0,0,0.02319151,19.58927059,0.498035398,0.156291604,0,4.352722326,0,0,0,0.004519605,0,0,0,3.009201163,0,0.594430819,0,0,0,0,0.454460012,16.21375314,0,0,0,0,1.897081511,0,0,0.827099188,0,1.730084376,1.644542856,0,0,0,0,0,0,0,0,0,0,0,0.170934669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7001/1/1,0.042568065,8.587521308,0,0,22.8161704,0,2.897830786,9.190972446,0.182984099,0.43177296,0,1.082986247,0,0,0.082207135,0.001191125,4.10740821,0.270131473,0.22400956,0.721723968,0.860070179,0.024798827,1.193604636,0,7.314033207,0,0,2.016457048,0,0,0.090056842,12.91634204,0.024623087,0.050593512,0,0,0.588474208,0,0.063695884,2.258489693,0,2.686572119,3.525963591,0.204932038,0.112571053,0,0,1.189308777,0,0.011540241,0.168592969,4.903313865,0,0,0,0.626258248,0,0,0,7.250805962,0.025618946,0.047195878,0,0.009431365,0,0,0.043544397,0.756969544,0,0,0.21141488,0.108568092,0.02901658,0,0,0,0,0,0,0,0,0,0.026634331,0.021030186,0,0,0,0,0,0,0,0,0,0,0,0,0
7002/1/1,0,36.51302742,1.181636331,14.80027881,15.42267321,0,7.942079587,6.108203502,0.635717229,1.190559598,0,0.917096648,0,0,0.373039433,0.00259285,2.545930687,0.168976602,0.969312238,0.034341474,6.227226362,0.007530299,0.428303002,1.442079863,0,0,0.024659661,0,0,0,0.35040716,0.006757961,0.148220008,0.069662163,0,0,0,0.003089353,0.072806683,0.679961184,0,0,0,0.066848644,0,0,0,0,0.025735418,0.094308032,0.021735808,0,0,0.168259431,0.014702013,0.378928513,0,0,0,0.006385583,0,0,0,0.031279704,0.093315025,0.001282633,0.199470176,0,0,0,0.631579702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7003/1/1,0,6.830130391,0,0.00985655,42.11182959,0,0.004748172,0,0,0,0,0.027719499,0,0,0,0,5.180402691,0,0,0.182297048,6.693890609,0,0,10.41418138,0,0,0.011624834,0,0,0.960096692,0,13.72897829,0,0,0,0,0.027490277,0,1.302603603,0.008857796,0,4.240051843,0,0,0.233446318,0,0,0.011804937,0.051427612,0.367475744,0,0.977353841,0,0,0.232251089,0,0,0,0,0.139547129,0.007531583,0,0,0,2.672893212,0,0.063707366,0.073760392,0.913449999,0.020777344,2.466576964,0,0,0,0,0,0,0,0,0,0,0,0.033237202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7004/1/1,0.967446942,12.87165904,0,0.011291979,16.16389957,5.529926283,0.001221081,6.506912166,1.87828891,2.365089263,0,4.16310115,0,0,0,6.861061992,3.220535249,0.389113855,0.14337428,0.181711395,0.339242963,0,4.004566118,0.031566763,0,0.356144662,0.001716768,3.854082969,0,0,0.108023374,0.000689125,0.056532434,0.156032419,0,0.018449207,0,0.005839428,3.041290197,6.400037334,0,0,0,0.010288516,0.278273531,0,0,0.408530256,0.060304487,1.097328879,0.007967253,0.429457896,0,0.133037404,0.308486224,0,0,0,0,0.003046658,0.160554047,0,0,0.084435954,13.0097863,0,1.711399748,0.019017433,0.05701603,0,2.546002724,0,0,0,0,0.006806621,0,0,0.001620048,0.037793069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7005/1/1,0,19.28901108,0.010256336,7.038110296,0.070054163,8.567690355,0.103040757,0.499403485,1.76813997,2.945154628,0,2.67069754,0,0,0,1.550831926,2.799101939,0,0,0.137551942,0.81108214,0,1.655073876,3.414281902,0.161991589,0,0.034865383,1.813307889,0.10105417,0,2.310724786,0.770164596,0,0,0,0,0,0,0.276397476,5.109965324,0,0,0,0,0,0,0,0,0,0,0.19403879,14.32577604,0,0,0,5.219227642,0,0,0,0.327155559,0,0,0,0,5.193402004,0,0.04649231,0,0,0,10.78595412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7006/1/1,30.16287626,11.05172822,0.054055994,0.843006026,8.398426385,0,8.154608059,0.060279052,3.374057517,2.78417711,0,0.050958112,0,0,1.708816286,0,2.297932457,0.256209855,0,0.249782091,6.151233687,0,1.439027609,1.916046851,0.017631998,0.010030587,0.005063058,2.761986995,0,0.011695528,2.037478368,1.357104324,0,0,0,0,0.423741131,0,0.008447528,2.07341107,0,0,0,0,0,0,0,0.550522293,0,0.187510568,0,0,0,0,0,0,0,0,0,1.382092086,0.092554343,0,0,0,0,0,0,3.828408997,0,0.076123286,2.708272177,1.662361702,0,0,0,0.010549175,0,0.060879523,0.053387288,0,0,0,1.700709934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026816468
7007/1/1,0,0.820728233,0.29730064,8.088399846,0.987650008,0,0.90317404,9.293383373,0,0,0,0.763175513,0,0,0,0,6.906373669,0,0,0,0,0,0,0,0.328414047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.501013664,0,7.953984263,0,0,0,0,0,0,0,0,0,0,0,0,2.540039036,0,0,0,0,1.566718192,0,0,0,0,14.9997781,8.278326184,3.689936725,9.702956671,0,4.092038556,14.84334943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443259816,0,0
7008/1/1,0,8.561365021,0,18.91426848,28.75403135,6.453715468,15.71389669,3.670556327,0.077374398,6.997884819,0,1.803287316,0,0.505826208,0.026428607,0.026721692,0.356505853,0.048919683,0.857082019,0.10739648,0.872564545,0,0.249861199,0.288178856,0,0,0.05550772,0.368458617,4.070158395,0.015597211,0.331466213,0.034838868,0,0.072264528,0.006231239,0.003083762,0.00239565,0,0.037680516,0,0,0.072519384,0,0.019598456,0.081477586,0,0,0.000828283,0.009187573,0.096526855,0.041070106,0,0,0,0.000700855,0.106287855,0,0,0,0,0.001975137,0,0,0.013711273,0.213773535,0,0.00438353,0,0,0,0.054411838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7009/1/1,0,15.5404852,1.359357917,7.023911145,0.037736345,7.854654943,22.81490568,3.355946381,0.37655377,1.895498066,0,2.469693122,4.493173544,0.121863307,1.138395224,0.018357146,1.926106582,0.079175975,0.147374829,0.109240281,2.003530465,0,1.092084247,1.402536366,0.10562991,0.000822952,0.10040018,0.455105895,14.22713298,0.025657529,0.801767914,0.002694505,0,0.054553773,0.01259648,0.004526238,0.040258296,0.004141308,0.010764747,6.137445511,0,0.236028029,0.207251245,0,0.030502329,0.327335914,0,0.022525001,0,0.027648543,0.040629951,0,0,0.160568612,0,0,0,0,0,0.894230587,0.003092708,0,0,0.026400841,0.032533163,0,0.002654685,0.035413496,0,0.000955687,0.469135904,0.069234181,0,0,0,0,0.006198689,0,0,0,0,0,0.16358168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7010/1/1,0,1.499271366,0,23.49784434,6.543745457,1.768860184,14.6256302,0.002173019,0.0376358,3.824334905,0.422663472,0.497016579,0.001030504,0.19393638,0.128387362,32.9278972,0.04041368,0.000806481,0.657237555,0,1.158801793,0,0.074465118,0.001052906,0,0,0.030623892,0.21978859,0.021506171,0.03080311,0.020946115,3.486777625,0.011021913,0,0,0.776910437,0.014651079,0.000806481,2.268049782,0.122271545,0,0.141425478,0.009319341,0,0.083470827,0.000604861,0,0.005734979,0.001971399,0.029996628,0.176731443,0,0,0,0.010708281,0.070813549,0,0,0,0.007706378,0,0,0,0.044826926,3.789432181,0.156188569,0.393966175,0.00277788,0.010349845,0,0.132778205,0,0.003449948,0,0,0,0,0,0,0,0.00020162,0,0.00633984,0,0,0,0,0.013844598,0,0,0,0,0,0,0,0,0
7011/1/1,0.050699662,6.302971555,0.11936855,8.842181425,41.91819429,6.174520851,0.194540173,0.053842651,0.245955136,4.642389643,0,0.025599102,0.030194369,0,0.076190385,0.006134247,0.376269957,0.02262952,0.102656519,0.008973775,8.190347209,0,0.070012787,2.047212895,0,0,1.631059493,0.003533153,0.036371968,0.004877052,0.108985849,0,0.012073412,0.167878957,0,0,0.017600738,0,0.046147747,13.09317141,0.114773283,0.047578349,0,0,0,0.987765536,0,0.00745647,0,0.067129907,0.000932059,0.021112215,0,2.703642377,0.135798795,0.036263589,0,0,0.027311489,0.02278125,0,0,0,0.115748694,0.005635704,0,0.033294006,0,0,0,1.050191798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7012/1/1,0,0.297949095,0,3.351671232,4.159262476,6.184058165,0.539993765,0.30042087,0.797381255,0.508294921,0.001391765,8.312267575,0.203965974,0.173892712,0,3.056004632,0.086456454,0.345658806,0.351058855,1.729262698,0.323813659,7.750562273,0.151824883,1.675128599,0.278586857,0.005711804,0.276549313,3.74420469,1.415970784,0.483966865,2.556149375,0.960351393,0.107800566,0.184870956,0,0.215667936,0.248146169,0.019172957,0.188511813,8.198922217,0,5.168359053,0,1.385318547,0.220912107,0.198510255,0,0.114224954,0.069833211,1.142327477,0.148061549,11.92492262,0.678758323,0,0.551061082,0.168982564,0.001391765,0.221813971,0,0,0.105328791,0,0,0.002527446,15.38320306,0,0.918943595,0.011267731,0.39840114,0.102979491,1.456131561,0,0.003974881,0,0,0,0.031197809,0.026577148,0.200592335,0,0,0,0,0,0.048745184,0,0,0,0,0,0,0,0,0,0,0,0.13074799
7013/1/1,0.180460926,0.041920518,0,0.102730239,0.09476916,0.054523112,0.995076175,0.102230835,0,0.015070235,0,0.043624365,0,0,0,3.333724043,0.007021026,0,5.821370416,0,1.74996864,0,0,0.647138814,0.006433492,0,0.042096778,0.021092454,0.01821354,0.102642109,0,0.002849538,0,0,0,0.016069042,0.014100805,0,0.721021157,0,2.275605519,0.004905905,0,0,0,29.37638309,0,0.048589024,0,0,0,0.075351176,0,0,1.240841454,14.20444581,0,0,0.015099612,0.014864598,0.016421562,0,0.003437071,0,35.69216298,0,0,2.002196788,0,0,0,0,0,0,0,0.015011482,0,0,0,0,0,0,0.094974796,0,0,0,0,0.783652232,0,0,0,0,0,0,0,0,0.001909484
7014/1/1,0.00203041,1.344706995,0.709198867,0.000151523,0.168544206,0,1.091431065,2.090725978,0.133906023,0.035971586,0.001676856,2.56668027,0,0.014728046,0.004303256,0.015485662,0.178554833,0.035597829,0,0.057609087,0.817487383,0,0.111409892,0.362423077,0,0.591091653,0.001515231,0,0,0.005697269,0.072428047,0,0,0.011404639,0,52.3583865,0.001171779,0.003414321,0.007293312,1.696321423,0,0.004737623,0,0.060053659,0.013586572,0.00498006,0,0.014485609,0.000161625,0.009394433,0.006262955,0.005323512,0,0.60044568,0.003252696,0.381161435,0,0,0,0.151098846,0.010798547,0.000424265,0,0,0.048093435,0,0,0.03717367,0,0,0.072539164,0.005010364,0,0,0,0,0,0,0,0,0,0,0.00105056,0,0,0,0,0,0,0,0,0,0,0,0,0,34.07861827
7015/1/1,38.88785131,3.783551893,0.716436475,0.012052444,2.742356446,0.924386909,0.310735486,9.659780725,3.985007578,0.273350291,0.028036203,1.483161476,0,0.700603505,0.037406736,0.012849478,0.694970415,0.310132325,0.221521551,0.207605771,0.120169006,0.018148676,0.906744457,0.161205477,0,0,0.007927255,0.085465722,0,0.078421666,0.240391865,0.006419354,0.113997379,0.064581282,0,0.325480611,0.013980404,0.012601751,0.054069052,19.84622848,0,0.325631402,1.860309266,0,0.002175687,0.12688994,0.002865013,0.012547897,0,0,0.016016072,9.956891241,0,0,0.011029225,0.026377511,0,0,0.003209677,0.023964868,0,0,0.002175687,0.015348287,0.050913228,0.116399251,0,0,0,0.004943764,0.069094216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096807298,0,0,0,0,0,0,0.027917725,0,0,0.200863295
